product_id,product_name,category,sub_category,brand,supplier_name,unit_cost,selling_price,weight_kg,fragile,perishable,reorder_level,lead_time_days,product_rating
PROD926,Seat Cover Set Leatherette Lite,Automotive,Car Accessories,Amkette,Naveen Enterprises,1980,2690,3.53,No,No,250,5,4.9
PROD927,Sunscreen SPF50 100g Max,Health & Beauty,Skincare,Biotique,Mehra Logistics,560,730,0.19,No,No,50,7,4.7
PROD928,TV Unit Cabinet Elite,Furniture,Living Room,Ikea,Heritage Trading,10190,12370,25.67,Yes,No,300,5,3.4
PROD929,Mouse Pad XL Gold,Electronics,Computer Accessories,Zebronics,Metro Suppliers,530,670,0.4,No,No,250,9,4.9
PROD930,Soundbar Ultra,Electronics,Audio Devices,Sony,ABC Supplies,26440,34600,4.16,Yes,No,50,5,4.8
PROD931,Omega-3 Capsules 60s Gold,Health & Beauty,Health Supplements,HealthKart,Patel Trading Co,880,1200,0.15,No,Yes,50,2,3.3
PROD932,Shoe Rack 4-Tier Plus,Furniture,Living Room,Ikea,Allied Trading,2830,3630,9.73,No,No,250,7,3.5
PROD933,Basmati Rice 5kg Basic,Grocery,Staples,Aashirvaad,Delta Distributors,610,710,5.0,No,No,200,8,4.3
PROD934,Baby Wipes Pack of 3 V2,Baby & Kids,Baby Care,Johnson's,Delta Distributors,250,330,0.66,No,No,50,6,3.9
PROD935,Conditioner 200ml Classic,Health & Beauty,Haircare,Dove,Bharat Supply Co,220,300,0.22,No,No,300,8,4.6
PROD936,Wall Mirror Framed Gold,Home & Kitchen,Home Decor,Decornation,Metro Suppliers,3570,4720,2.58,Yes,No,200,8,3.8
PROD937,Biscuits Pack Basic,Grocery,Snacks & Beverages,Lay's,Keshav Traders,60,80,0.2,No,Yes,300,2,3.3
PROD938,Pull-Up Bar Max,Sports & Fitness,Gym Equipment,Boldfit,Mehra Logistics,2130,2740,3.41,No,No,50,5,4.4
PROD939,Namkeen Mix 400g Max,Grocery,Snacks & Beverages,Lay's,Golden Supply,160,210,0.5,No,Yes,75,3,4.7
PROD940,Face Wash 150ml XL,Health & Beauty,Skincare,Nivea,Mehra Logistics,220,300,0.25,No,No,75,8,3.8
PROD941,Casserole Set 3-Piece Ultra,Home & Kitchen,Cookware,Vinod,Royal Trading,2420,3220,3.41,Yes,No,75,8,4.9
PROD942,Basketball Size 7 Max,Sports & Fitness,Sports Gear,SG,Delta Distributors,1820,2360,0.78,No,No,75,8,3.6
PROD943,Gel Pen Set of 10 Pro,Books & Stationery,Office Stationery,Cello,Heritage Trading,160,220,0.12,No,No,75,6,4.5
PROD944,Electric Kettle 1.5L Lite,Home & Kitchen,Kitchen Appliances,Philips,Golden Supply,790,1020,0.97,Yes,No,50,10,4.1
PROD945,Wall Clock Wooden Mini,Home & Kitchen,Home Decor,Decornation,Royal Trading,340,470,0.67,Yes,No,50,6,3.7
PROD946,Track Pants Basic,Clothing,Men's Wear,US Polo,Indian Traders Co,720,950,0.31,No,No,250,6,3.5
PROD947,Bookshelf 4-Tier Elite,Furniture,Living Room,Godrej Interio,Agarwal Traders,2300,3030,20.92,No,No,250,8,4.7
PROD948,Decorative Lamp V2,Home & Kitchen,Home Decor,Fabindia,Fortune Traders,930,1200,1.63,Yes,No,50,9,4.9
PROD949,Moisturizer 200ml Gold,Health & Beauty,Skincare,Plum,National Distributors,270,340,0.22,No,No,300,8,3.6
PROD950,Bean Bag XXXL Mini,Furniture,Living Room,Wakefit,Naveen Enterprises,770,980,2.6,No,No,75,6,5.0
PROD951,Running Shoes Deluxe,Clothing,Footwear,Skechers,Desi Distributors,2410,2970,1.04,No,No,250,9,4.8
PROD952,Vitamin C Tablets 60s Lite,Health & Beauty,Health Supplements,MuscleBlaze,Metro Suppliers,230,300,0.07,No,Yes,100,1,4.5
PROD953,Mechanical Keyboard Plus,Electronics,Computer Accessories,Corsair,Keshav Traders,2710,3460,1.08,Yes,No,150,7,4.8
PROD954,Kadhai 3L Max,Home & Kitchen,Cookware,Vinod,Bharat Supply Co,1280,1730,2.21,No,No,300,9,3.6
PROD955,Whey Protein 2kg Mini,Health & Beauty,Health Supplements,MuscleBlaze,National Distributors,2070,2450,1.77,No,Yes,100,1,3.3
PROD956,Formal Shoes Plus,Clothing,Footwear,Nike,National Distributors,2440,3010,1.04,No,No,200,8,4.8
PROD957,Student Laptop Plus,Electronics,Laptops,Asus,Mehra Logistics,47750,53310,2.08,Yes,No,50,4,3.8
PROD958,Jacket Plus,Clothing,Winter Wear,UCB,Kumar Industries,5410,7230,0.79,No,No,250,6,3.7
PROD959,Fitness Band Lite,Electronics,Wearable Tech,Fire-Boltt,Gupta & Sons,1140,1460,0.04,Yes,No,50,6,3.2
PROD960,Neckband Earphones V2,Electronics,Audio Devices,Bose,Singh Supply Chain,2750,3630,0.06,No,No,50,4,3.6
PROD961,Tail Light LED V2,Automotive,Bike Accessories,Steelbird,Sharma Enterprises,630,830,0.11,Yes,No,300,7,4.0
PROD962,Baby Blanket Fleece V2,Baby & Kids,Baby Care,Huggies,Metro Suppliers,320,420,0.54,No,No,150,6,3.5
PROD963,Wireless Mouse V2,Electronics,Computer Accessories,HyperX,Royal Trading,680,850,0.11,Yes,No,50,5,4.6
PROD964,Building Blocks Set 100pc Mini,Baby & Kids,Toys,Toyshine,Prime Wholesale,290,370,0.78,Yes,No,300,8,3.6
PROD965,Mouse Pad XL Plus,Electronics,Computer Accessories,Portronics,Desi Distributors,520,680,0.4,No,No,300,7,4.2
PROD966,Salt 1kg Pro,Grocery,Staples,India Gate,Delta Distributors,30,40,1.0,No,No,200,8,4.8
PROD967,Shoe Rack 4-Tier Deluxe,Furniture,Living Room,Urban Ladder,Mehra Logistics,2990,3720,9.73,No,No,75,5,4.7
PROD968,Hoodie Lite,Clothing,Men's Wear,Zara,Singh Supply Chain,1750,2420,0.54,No,No,300,9,3.5
PROD969,Car Phone Mount V2,Automotive,Car Accessories,3M,Naveen Enterprises,540,730,0.2,Yes,No,150,8,3.9
PROD970,Induction Cooktop V2,Home & Kitchen,Kitchen Appliances,Prestige,Heritage Trading,3380,4420,3.13,Yes,No,250,8,4.3
PROD971,Conditioner 200ml Mini,Health & Beauty,Haircare,Philips,Royal Trading,170,220,0.18,No,No,300,4,4.9
PROD972,Bean Bag XXXL Gold,Furniture,Living Room,Pepperfry,Keshav Traders,1080,1400,3.25,No,No,100,7,3.7
PROD973,Baby Shampoo 200ml Pro,Baby & Kids,Baby Care,Huggies,Kumar Industries,250,320,0.25,No,No,150,5,4.3
PROD974,Jigsaw Puzzle 500pc Elite,Baby & Kids,Toys,Hot Wheels,Eagle Enterprises,510,670,0.58,No,No,75,4,4.5
PROD975,Namkeen Mix 400g XL,Grocery,Snacks & Beverages,Parle,Sharma Enterprises,120,160,0.5,No,Yes,100,2,4.7
PROD976,Action Figure 12-inch Mini,Baby & Kids,Toys,Hot Wheels,Fortune Traders,320,410,0.22,Yes,No,150,10,4.7
PROD977,Namkeen Mix 400g Elite,Grocery,Snacks & Beverages,Haldiram's,Global Supply House,150,190,0.4,No,Yes,75,2,4.5
PROD978,Biography XL,Books & Stationery,Books,Arihant,Naveen Enterprises,600,770,0.47,No,No,100,9,4.1
PROD979,Track Pants Gold,Clothing,Men's Wear,Allen Solly,Mehra Logistics,1080,1490,0.31,No,No,75,10,3.6
PROD980,Webcam HD Classic,Electronics,Computer Accessories,HyperX,Eagle Enterprises,1150,1390,0.26,Yes,No,75,6,3.9
PROD981,Resistance Band Set Max,Sports & Fitness,Gym Equipment,Decathlon,Agarwal Traders,550,760,0.74,No,No,100,7,4.3
PROD982,Sneakers Pro,Clothing,Footwear,Adidas,Imperial Distributors,3010,3840,0.9,No,No,100,9,4.7
PROD983,Smartwatch V2,Electronics,Wearable Tech,Amazfit,Golden Supply,12240,14550,0.06,Yes,No,75,10,3.6
PROD984,Sugar 5kg Deluxe,Grocery,Staples,Daawat,ABC Supplies,290,330,5.0,No,No,300,10,4.9
PROD985,Jigsaw Puzzle 500pc Lite,Baby & Kids,Toys,Funskool,Diamond Suppliers,310,390,0.46,No,No,300,4,3.6
PROD986,Car Vacuum Cleaner 12V Gold,Automotive,Car Accessories,Bosch,Prime Wholesale,900,1200,1.38,Yes,No,150,10,3.8
PROD987,Butter 500g Classic,Grocery,Dairy Products,Parag,Allied Trading,180,210,0.5,No,Yes,200,1,3.2
PROD988,Baby Blanket Fleece XL,Baby & Kids,Baby Care,MamyPoko,Sharma Enterprises,360,470,0.68,No,No,250,4,4.1
PROD989,Water Purifier RO V2,Home & Kitchen,Kitchen Appliances,Bajaj,Bharat Supply Co,14290,18280,8.96,Yes,No,250,9,3.7
PROD990,Leggings Max,Clothing,Women's Wear,Zara,Jayshree Enterprises,390,540,0.26,No,No,300,10,4.3
PROD991,Baby Blanket Fleece XL,Baby & Kids,Baby Care,Chicco,Indian Traders Co,360,480,0.68,No,No,100,6,4.8
PROD992,Night Cream 50g Plus,Health & Beauty,Skincare,Plum,Imperial Distributors,850,1140,0.12,Yes,No,75,6,4.5
PROD993,Toor Dal 1kg Deluxe,Grocery,Staples,India Gate,Metro Suppliers,130,160,1.0,No,No,200,6,4.7
PROD994,Feeding Bottle Set 2s Max,Baby & Kids,Baby Care,Huggies,Fortune Traders,400,490,0.43,Yes,No,100,9,4.7
PROD995,Loafers Deluxe,Clothing,Footwear,Adidas,Metro Suppliers,860,1140,0.56,No,No,75,9,4.8
PROD996,Conditioner 200ml Gold,Health & Beauty,Haircare,Philips,Sharma Enterprises,290,380,0.22,No,No,150,10,3.4
PROD997,USB Hub Deluxe,Electronics,Computer Accessories,Logitech,Indian Traders Co,830,1140,0.11,No,No,75,8,3.4
PROD998,Jigsaw Puzzle 500pc Plus,Baby & Kids,Toys,Funskool,Gupta & Sons,490,640,0.58,No,No,75,6,3.9
PROD999,Side Table Wooden Pro,Furniture,Living Room,Nilkamal,Golden Supply,3000,4070,7.73,No,No,50,7,3.8
PROD1000,Sneakers XL,Clothing,Footwear,Puma,Singh Supply Chain,2630,3210,1.12,No,No,300,10,3.5
